price,crime_rate,resid_area,air_qual,room_num,age,dist1,dist2,dist3,dist4,teachers,poor_prop,n_hos_beds,n_hot_rooms,rainfall,parks,airport,waterbody,bus_ter
50,2.325549384,48.1,0.631,6.216,100,1.38,0.95,1.36,0.99,19.8,9.53,9.8,13.4,25,0.060880135,YES,None,YES
50,2.22648668,48.1,0.668,5.875,89.6,1.13,1.01,1.25,1.12,19.8,8.88,10.8,12.4,57,0.06447881,YES,None,YES
13.8,2.49387465,48.1,0.668,4.906,100,1.48,0.99,1.28,0.95,19.8,34.77,6.876,13.1104,56,0.061022409,YES,None,YES
13.8,2.970322154,48.1,0.668,4.138,100,1.46,1.04,1.15,0.9,19.8,37.97,7.076,13.1104,35,0.071138748,NO,Lake,YES
15,3.025732726,48.1,0.671,7.313,97.9,1.62,1.31,1.61,0.73,19.8,13.44,8.9,15.12,45,0.062426718,NO,None,YES
13.9,2.79042864,48.1,0.671,6.649,93.3,1.65,1.11,1.37,1.25,19.8,23.24,9.478,15.1112,26,0.070452383,YES,None,YES
13.3,2.381718772,48.1,0.671,6.794,98.8,1.57,1.07,1.52,1.27,19.8,21.24,6.066,14.1064,22,0.069007471,YES,None,YES
13.1,3.204703876,48.1,0.671,6.38,96.2,1.52,1.22,1.53,1.27,19.8,23.69,9.262,14.1048,54,0.06315332,YES,Lake,YES
10.2,2.937398463,48.1,0.671,6.223,100,1.48,1.13,1.48,1.46,19.8,21.78,7.904,11.0816,46,0.058067105,NO,Lake and River,YES
10.4,4.499545191,48.1,0.671,6.968,91.9,1.66,1.14,1.69,1.18,19.8,17.21,9.408,14.0832,21,0.066591139,YES,None,YES
10.9,2.825797681,48.1,0.671,6.545,99.1,1.78,1.3,1.64,1.35,19.8,21.08,8.618,10.0872,60,0.05814884,NO,Lake and River,YES
11.3,2.321114361,48.1,0.7,5.536,100,1.9,1.55,1.72,1.14,19.8,23.6,8.226,11.0904,46,0.060649594,YES,River,YES
12.3,2.196388673,48.1,0.7,5.52,100,1.71,1.33,1.72,1.38,19.8,24.56,6.746,15.0984,41,0.070122485,NO,Lake,YES
8.8,3.048557144,48.1,0.7,4.368,91.2,1.5,1.34,1.48,1.44,19.8,30.63,5.676,14.0704,25,0.062556587,NO,River,YES
7.2,2.879861159,48.1,0.7,5.277,98.1,1.46,1.23,1.62,1.4,19.8,30.81,10.144,13.0576,36,0.059990848,NO,Lake and River,YES
10.5,3.23450505,48.1,0.7,4.652,100,1.71,1.36,1.72,1.08,19.8,28.28,7.71,15.084,34,0.059673708,YES,River,YES
7.4,3.161123823,48.1,0.7,5,89.5,1.79,1.48,1.77,1.04,19.8,31.99,8.348,15.0592,54,0.061626983,NO,Lake and River,YES
10.2,2.730053021,48.1,0.7,4.88,100,1.77,1.37,1.65,1.57,19.8,30.62,6.104,10.0816,25,0.071030258,NO,Lake,YES
11.5,2.213944025,48.1,0.7,5.39,98.9,2,1.5,1.95,1.47,19.8,20.85,6.03,12.092,51,0.061502094,NO,Lake and River,YES
15.1,2.074699064,48.1,0.7,5.713,97,2.2,1.71,2.23,1.56,19.8,17.11,9.702,11.1208,20,0.071082586,YES,River,YES
23.2,1.83944585,48.1,0.7,6.051,82.5,2.17,1.91,2.48,2.12,19.8,18.76,9.664,10.1856,53,0.061832936,YES,River,YES
9.7,2.531941306,48.1,0.7,5.036,97,1.98,1.75,1.93,1.42,19.8,25.68,5.494,14.0776,51,0.068542099,NO,None,YES
13.8,2.266414763,48.1,0.693,6.193,92.6,1.89,1.66,2.09,1.53,19.8,15.17,9.076,14.1104,55,0.062731082,NO,River,YES
12.7,2.664432636,48.1,0.693,5.887,94.7,1.99,1.54,2.06,1.54,19.8,16.35,6.754,15.1016,40,0.065389612,NO,None,YES
13.1,2.2738512,48.1,0.693,6.471,98.8,2.04,1.48,1.83,1.55,19.8,17.12,5.762,15.1048,29,0.071121639,NO,Lake and River,YES
12.5,1.927462461,48.1,0.693,6.405,96,1.77,1.64,1.8,1.49,19.8,19.37,5.45,11.1,24,0.068462877,YES,River,YES
8.5,2.160101751,48.1,0.693,5.747,98.9,1.73,1.54,1.75,1.52,19.8,19.92,9.27,14.068,22,0.06623652,NO,None,YES
5,3.672541717,48.1,0.693,5.453,100,1.57,1.26,1.79,1.34,19.8,30.59,9.3,13.04,26,0.065253151,NO,Lake,YES
6.3,2.390279986,48.1,0.693,5.852,77.8,1.7,1.24,1.72,1.34,19.8,29.97,6.726,14.0504,42,0.061264059,NO,River,YES
5.6,3.259868045,48.1,0.693,5.987,100,1.73,1.38,1.92,1.33,19.8,26.77,9.212,11.0448,30,0.061734722,YES,Lake,YES
7.2,2.723674175,48.1,0.693,6.343,100,1.76,1.34,1.81,1.39,19.8,20.32,7.344,10.0576,50,0.070291108,YES,None,YES
12.1,2.360449202,48.1,0.693,6.404,100,1.66,1.36,1.77,1.76,19.8,20.31,5.442,14.0968,42,0.068858839,NO,River,YES
8.3,3.250440381,48.1,0.693,5.349,96,1.75,1.38,1.88,1.8,19.8,19.77,,15.0664,40,0.067688666,YES,River,YES
8.5,3.750190899,48.1,0.693,5.531,85.4,1.9,1.56,1.63,1.34,19.8,27.38,8.47,11.068,56,0.061470408,NO,None,YES
5,4.232958019,48.1,0.693,5.683,100,1.53,1.19,1.44,1.54,19.8,22.98,7.3,14.04,38,0.065307953,YES,River,YES
11.9,3.078058526,48.1,0.659,4.138,100,1.46,1.01,1.4,0.84,19.8,23.34,8.538,14.0952,53,0.061901185,YES,River,YES
27.9,2.561180727,48.1,0.659,5.608,100,1.46,1.08,1.39,1.22,19.8,12.13,6.658,13.2232,26,0.067194873,YES,River,YES
17.2,2.128694694,48.1,0.597,5.617,97.9,1.53,1.35,1.57,1.37,19.8,26.4,6.444,12.1376,25,0.052765327,NO,River,YES
27.5,2.736851435,48.1,0.597,6.852,100,1.52,1.28,1.48,1.58,19.8,19.78,7.65,14.22,57,0.056582992,YES,Lake,YES
15,3.953851853,48.1,0.597,5.757,100,1.69,1.32,1.58,1.06,19.8,10.11,9.6,11.12,52,0.061616148,NO,River,YES
17.2,2.711424502,48.1,0.597,6.657,100,1.56,1.41,1.66,1.48,19.8,21.22,9.644,14.1376,44,0.055100907,NO,None,YES
17.9,2.986237339,48.1,0.597,4.628,100,1.77,1.54,1.78,1.13,19.8,34.37,8.358,15.1432,40,0.058674621,NO,None,YES
16.3,3.389657722,48.1,0.597,5.155,100,1.84,1.37,1.61,1.53,19.8,20.08,6.626,14.1304,58,0.055800358,NO,River,YES
7,3.84473083,48.1,0.693,4.519,100,1.74,1.5,1.9,1.49,19.8,36.98,6.04,12.056,40,0.069262801,YES,River,YES
7.2,2.948881727,48.1,0.679,6.434,100,1.88,1.75,1.84,1.87,19.8,29.05,8.644,11.0576,59,0.058726791,NO,None,YES
7.5,2.470993645,48.1,0.679,6.782,90.8,1.9,1.54,2.04,1.8,19.8,25.79,,10.06,35,0.06461937,YES,River,YES
10.4,3.293634442,48.1,0.679,5.304,89.1,1.73,1.39,1.81,1.67,19.8,26.64,8.608,15.0832,60,0.058834904,YES,Lake and River,YES
8.8,4.311256739,48.1,0.679,5.957,100,1.96,1.69,1.85,1.7,19.8,20.62,8.476,12.0704,52,0.067903567,NO,None,YES
8.4,2.550405647,48.1,0.718,6.824,76.5,2.05,1.79,2.08,1.25,19.8,22.74,5.968,13.0672,26,0.063264165,NO,None,YES
16.7,2.492163588,48.1,0.718,6.411,100,1.93,1.81,1.88,1.81,19.8,15.02,6.034,13.1336,48,0.064850926,YES,Lake and River,YES
14.2,2.082261312,48.1,0.718,6.006,95.3,1.98,1.57,1.88,2.07,19.8,15.7,8.284,10.1136,29,0.075559551,NO,None,YES
20.8,2.568650193,48.1,0.614,5.648,87.6,2.13,1.94,2.2,1.54,19.8,14.1,8.916,11.1664,36,0.058066317,NO,None,YES
13.4,2.085724264,48.1,0.614,6.103,85.1,2.08,1.8,2.34,1.87,19.8,23.29,8.268,81.12,29,0.063343967,NO,Lake,YES
11.7,2.281577981,48.1,0.584,5.565,70.6,2.26,1.99,2.38,1.63,19.8,17.16,7.834,11.0936,57,0.063779016,NO,None,YES
8.3,2.824961746,48.1,0.679,5.896,95.4,2.15,1.71,1.97,1.81,19.8,24.39,5.566,15.0664,51,0.067305708,YES,Lake,YES
10.2,2.583786209,48.1,0.584,5.837,59.7,2.27,1.67,2.19,1.86,19.8,15.69,9.104,14.0816,33,0.055707938,NO,None,YES
10.9,3.654854619,48.1,0.679,6.202,78.7,2.07,1.66,2.12,1.6,19.8,14.52,7.518,11.0872,42,0.066286981,NO,Lake,YES
11,2.124308544,48.1,0.679,6.193,78.1,2.12,1.86,1.99,1.78,19.8,21.52,8.52,12.088,45,0.067890699,YES,River,YES
9.5,2.335912513,48.1,0.679,6.38,95.6,1.98,1.69,2.13,2.07,19.8,24.08,8.79,12.076,52,0.064037395,YES,None,YES
14.5,2.250463034,48.1,0.584,6.348,86.1,2.28,1.79,2.16,1.99,19.8,17.64,9.09,11.116,53,0.063629899,NO,River,YES
14.1,2.403542931,48.1,0.584,6.833,94.3,2.1,1.89,2.27,2.09,19.8,19.69,6.682,14.1128,29,0.054610526,YES,Lake,YES
16.1,2.007415056,48.1,0.584,6.425,74.8,2.4,1.92,2.34,2.14,19.8,12.03,8.722,10.1288,42,0.053705297,YES,None,YES
14.3,1.884197346,48.1,0.713,6.436,87.9,2.34,2.23,2.4,2.3,19.8,16.22,6.186,10.1144,46,0.061400159,NO,Lake and River,YES
11.7,2.702260138,48.1,0.713,6.208,95,2.44,2.09,2.31,2.05,19.8,15.17,7.834,11.0936,37,0.074839333,NO,None,YES
13.4,2.498184771,48.1,0.74,6.629,94.6,2.15,1.97,2.14,2.24,19.8,23.27,10.168,12.1072,46,0.076801062,NO,Lake and River,YES
9.6,2.735717247,48.1,0.74,6.461,93.3,2.32,1.82,2.11,1.75,19.8,18.05,6.092,10.0768,57,0.070157854,YES,River,YES
8.2,2.783602844,48.1,0.74,6.152,100,2.01,1.86,1.97,1.81,19.8,26.45,9.864,11.0656,60,0.06739388,NO,None,YES
8.4,2.686356587,48.1,0.74,5.935,87.9,1.85,1.61,1.87,1.95,19.8,34.02,9.568,14.0672,57,0.071117798,YES,None,YES
12.8,2.340904438,48.1,0.74,5.627,93.9,1.87,1.72,2.01,1.67,19.8,22.88,8.456,15.1024,50,0.073012667,YES,None,YES
10.5,3.137713491,48.1,0.74,5.818,92.4,2.03,1.66,1.96,1.81,19.8,22.11,7.41,12.084,38,0.075248915,NO,None,YES
17.1,2.372501005,48.1,0.74,6.406,97.2,2.33,1.97,2.16,1.81,19.8,19.52,9.242,15.1368,58,0.077408024,YES,Lake and River,YES
14.8,1.897075484,48.1,0.74,6.219,100,2.08,1.97,2.03,1.94,19.8,16.59,7.096,14.1184,54,0.07711596,NO,River,YES
15.4,2.394848819,48.1,0.74,6.485,100,2.29,1.8,2.2,1.62,19.8,18.85,6.608,14.1232,21,0.06694984,NO,River,YES
10.8,2.624835245,48.1,0.74,5.854,96.6,1.93,1.79,2.07,1.8,19.8,23.79,5.516,12.0864,34,0.065304838,NO,Lake and River,YES
11.8,2.457175676,48.1,0.74,6.459,94.8,2.2,1.7,2.01,2.04,19.8,23.98,5.336,12.0944,28,0.076180913,YES,River,YES
14.9,1.986238765,48.1,0.74,6.341,96.4,2.23,2.04,2.22,1.79,19.8,17.79,10.198,15.1192,41,0.070659667,NO,None,YES
12.6,2.391040011,48.1,0.74,6.251,96.6,2.51,2.01,2.23,2.04,19.8,16.44,9.752,11.1008,37,0.064950729,YES,None,YES
14.1,2.334964186,48.1,0.713,6.185,98.7,2.43,2.2,2.37,2.04,19.8,18.13,9.082,13.1128,52,0.067950544,YES,None,YES
13,2.143121491,48.1,0.713,6.417,98.3,2.5,2.11,2.19,1.94,19.8,19.31,8.06,12.104,27,0.073411072,YES,None,YES
13.4,2.043518984,48.1,0.713,6.749,92.6,2.4,2.11,2.37,2.4,19.8,17.44,9.068,13.1072,59,0.06132192,YES,Lake,YES
15.2,1.862705543,48.1,0.713,6.655,98.2,2.51,2.23,2.65,2.03,19.8,17.73,8.104,11.1216,41,0.061385953,YES,None,YES
16.1,1.806675996,48.1,0.713,6.297,91.8,2.48,2.26,2.37,2.36,19.8,17.27,6.722,15.1288,21,0.064521583,NO,None,YES
17.8,2.224417044,48.1,0.713,7.393,99.3,2.77,2.31,2.64,2.09,19.8,16.74,5.956,11.1424,42,0.069112577,YES,River,YES
14.4,2.352672511,48.1,0.713,6.728,94.1,2.5,2.2,2.75,2.54,19.8,18.71,5.888,14.1152,34,0.066068471,NO,River,YES
14.1,1.749611944,48.1,0.713,6.525,86.5,2.61,2.42,2.74,1.97,19.8,18.13,7.782,14.1128,36,0.061925584,NO,River,YES
12.7,1.734982747,48.1,0.713,5.976,87.9,2.65,2.3,2.78,2.59,19.8,19.01,7.154,15.1016,31,0.06376258,NO,River,YES
13.5,2.219266526,48.1,0.713,5.936,80.3,2.86,2.49,2.81,2.96,19.8,16.94,8.87,13.108,46,0.074872202,NO,None,YES
14.9,2.169308525,48.1,0.713,6.301,83.7,3.1,2.57,2.82,2.65,19.8,16.23,5.598,15.1192,39,0.064939128,NO,River,YES
20,2.054273722,48.1,0.713,6.081,84.4,2.74,2.48,2.8,2.85,19.8,14.7,5.4,14.16,27,0.072635554,YES,Lake,YES
16.4,1.759947113,48.1,0.713,6.701,90,2.9,2.38,2.63,2.48,19.8,16.42,9.428,12.1312,29,0.060878559,YES,River,YES
17.7,1.546095476,48.1,0.713,6.376,88.4,2.82,2.23,2.59,2.62,19.8,14.65,9.854,13.1416,24,0.062928764,YES,None,YES
19.5,2.035348578,48.1,0.713,6.317,83,3.04,2.43,2.8,2.67,19.8,13.99,5.89,15.156,22,0.070732691,NO,River,YES
20.2,1.920028079,48.1,0.713,6.513,89.9,3.06,2.61,2.84,2.7,19.8,10.29,8.804,15.1616,30,0.075168226,YES,None,YES
21.4,2.179209951,48.1,0.655,6.209,65.4,3.16,2.88,3.1,2.72,19.8,13.22,7.828,11.1712,55,0.057674333,NO,Lake and River,YES
19.9,1.426380085,48.1,0.655,5.759,48.2,3.26,2.81,3.27,2.92,19.8,14.13,9.998,12.1592,43,0.065980125,NO,None,YES
19,1.563389785,48.1,0.655,5.952,84.7,3.13,2.54,3.08,2.74,19.8,17.15,8.38,10.152,21,0.057142887,YES,None,YES
19.1,1.690516391,48.1,0.584,6.003,94.5,2.64,2.21,2.85,2.46,19.8,21.32,9.482,13.1528,21,0.050545377,NO,Lake and River,YES
19.1,2.807937767,48.1,0.58,5.926,71,2.96,2.9,3.12,2.66,19.8,18.13,5.882,15.1528,28,0.049370098,NO,None,YES
20.1,2.644407279,48.1,0.58,5.713,56.7,3.02,2.59,3.12,2.57,19.8,14.76,6.302,13.1608,27,0.051188122,NO,None,YES
19.9,1.676870367,48.1,0.58,6.167,84,3.22,2.97,3.06,2.89,19.8,16.29,5.598,12.1592,36,0.063720531,NO,River,YES
19.6,1.617090556,48.1,0.532,6.229,90.7,3.28,2.79,3.17,3.15,19.8,12.87,8.692,13.1568,52,0.04747729,YES,Lake and River,YES
23.2,1.519224323,48.1,0.58,6.437,75,3.04,2.63,3.01,2.9,19.8,14.36,8.464,15.1856,39,0.063409461,YES,Lake and River,YES
29.8,1.731104951,48.1,0.614,6.98,67.6,2.77,2.35,2.54,2.47,19.8,11.66,7.396,15.2384,56,0.062915696,YES,Lake and River,YES
13.8,2.203404332,48.1,0.584,5.427,95.4,2.61,2.33,2.56,2.21,19.8,18.14,9.076,11.1104,47,0.049707252,NO,Lake and River,YES
13.3,2.000549838,48.1,0.584,6.162,97.4,2.5,2.17,2.5,1.65,19.8,24.1,9.066,11.1064,27,0.063035421,YES,Lake,YES
16.7,1.770094809,48.1,0.614,6.484,93.6,2.58,2.3,2.48,1.85,19.8,18.68,6.134,14.1336,22,0.056696324,YES,River,YES
12,2.774050154,48.1,0.614,5.304,97.3,2.28,1.99,2.41,1.73,19.8,24.91,9.34,15.096,39,0.061921548,NO,Lake,YES
14.6,2.418855875,48.1,0.614,6.185,96.7,2.29,1.98,2.36,2.05,19.8,18.03,5.292,15.1168,60,0.065217793,YES,Lake,YES
21.4,2.730053021,48.1,0.614,6.229,88,2.27,1.82,2.08,1.63,19.8,13.11,6.128,10.1712,32,0.063157529,NO,River,YES
23,1.920447276,48.1,0.532,6.242,64.7,3.48,3.38,3.72,3.11,19.8,10.74,8.56,13.184,22,0.046089256,NO,River,YES
23.7,1.903327677,48.1,0.532,6.75,74.9,3.44,3.26,3.38,3.24,19.8,7.74,6.974,15.1896,46,0.046987414,NO,None,YES
25,1.906747491,48.1,0.532,7.061,77,3.67,3.33,3.46,3.18,19.8,7.01,5.5,11.2,29,0.058384238,NO,Lake,YES
21.8,1.339826249,48.1,0.532,5.762,40.3,4.41,3.89,4.25,3.85,19.8,10.42,9.636,14.1744,57,0.048221723,NO,Lake and River,YES
20.6,1.217452543,48.1,0.583,5.871,41.9,3.93,3.56,3.77,3.63,19.8,13.34,8.112,12.1648,31,0.060860495,YES,Lake,YES
21.2,1.54194463,48.1,0.583,6.312,51.9,4.03,3.85,4.07,4.01,19.8,10.58,9.024,13.1696,51,0.049993542,NO,Lake and River,YES
19.1,1.900875424,48.1,0.583,6.114,79.8,3.55,3.34,3.76,3.53,19.8,14.98,8.582,12.1528,57,0.059506497,YES,None,YES
20.6,1.763989083,48.1,0.583,5.905,53.2,3.36,2.85,3.16,3.23,19.8,11.45,8.412,11.1648,44,0.062054499,NO,None,YES
15.2,0.140509489,57.74,0.609,5.454,92.7,2.1,1.57,1.96,1.65,19.9,18.06,6.004,14.1216,28,0.060475976,NO,None,YES
7,0.1683663,57.74,0.609,5.414,98.3,2.08,1.53,1.94,1.48,19.9,23.97,9.84,15.056,29,0.065888635,NO,None,YES
8.1,0.18851898,57.74,0.609,5.093,98,1.97,1.6,1.95,1.77,19.9,29.68,9.162,10.0648,49,0.062741536,YES,Lake and River,YES
13.6,0.100514794,57.74,0.609,5.983,98.8,1.96,1.69,2.06,1.76,19.9,18.07,7.072,14.1088,47,0.056278464,NO,None,YES
20.1,0.105548498,57.74,0.609,5.983,83.5,2.25,1.82,2.12,2.24,19.9,13.35,8.902,13.1608,57,0.062228045,YES,River,YES
21.8,0.159828814,39.69,0.585,5.707,54,2.7,2.27,2.42,2.14,20.8,12.01,5.936,14.1744,31,0.058020893,YES,River,YES
24.5,0.246524084,39.69,0.585,5.926,42.6,2.55,2.14,2.39,2.44,20.8,13.59,8.79,11.196,47,0.054577495,YES,River,YES
23.1,0.16465814,39.69,0.585,5.67,28.8,3.08,2.49,3.07,2.56,20.8,17.6,8.462,14.1848,55,0.055591669,NO,Lake and River,YES
19.7,0.254332093,39.69,0.585,5.39,72.9,2.86,2.61,2.98,2.74,20.8,21.14,,12.1576,44,0.061026488,NO,River,YES
18.3,0.237740496,39.69,0.585,5.794,70.6,3.04,2.59,3.06,2.88,20.8,14.1,5.366,14.1464,55,0.057946368,YES,Lake,YES
21.2,0.21440145,39.69,0.585,6.019,65.3,2.68,2.25,2.58,2.12,20.8,12.92,5.824,14.1696,32,0.054545842,YES,River,YES
17.5,0.163673762,39.69,0.585,5.569,73.5,2.46,2.39,2.49,2.26,20.8,15.1,9.85,14.14,47,0.063466301,NO,Lake,YES
16.8,0.202434593,39.69,0.585,6.027,79.7,2.64,2.47,2.82,2.06,20.8,14.33,6.236,14.1344,54,0.052497379,NO,Lake,YES
22.4,0.060746967,41.93,0.573,6.593,69.1,2.64,2.45,2.76,2.06,19,9.67,9.348,12.1792,27,0.056005681,NO,Lake and River,YES
20.6,0.044275225,41.93,0.573,6.12,76.7,2.44,2.11,2.46,2.14,19,9.08,6.612,13.1648,20,0.059903421,YES,Lake and River,YES
23.9,0.058985632,41.93,0.573,6.976,91,2.34,2.06,2.29,1.98,19,5.64,5.478,12.1912,31,0.057572286,NO,None,YES
22,0.103990578,41.93,0.573,6.794,89.3,2.54,2.31,2.4,2.31,19,6.48,7.94,15.176,47,0.060694299,YES,None,YES
19,0.04632045,41.93,0.573,6.03,80.8,2.72,2.24,2.64,2.42,19,7.88,10.28,10.152,45,0.060335899,YES,None,YES
